event_id,user_id,firm_id,event_type,event_timestamp,session_id
E001090,U0051,F011,login,2026-04-13 03:28:01,SU0051_347
E001091,U0051,F011,login,2025-07-09 14:59:08,SU0051_69
E001092,U0052,F018,invite_teammate,2026-04-24 23:52:49,SU0052_70
E001093,U0052,F018,login,2026-03-17 04:49:52,SU0052_32
E001094,U0052,F018,export_report,2026-04-17 05:19:28,SU0052_63
E001095,U0052,F018,review_workpaper,2026-05-06 09:00:47,SU0052_82
E001096,U0052,F018,open_engagement,2026-05-24 17:49:14,SU0052_100
E001097,U0052,F018,invite_teammate,2026-03-21 21:01:24,SU0052_36
E001098,U0052,F018,open_engagement,2026-04-22 22:51:28,SU0052_68
E001099,U0052,F018,invite_teammate,2026-05-30 13:39:34,SU0052_106
E001100,U0052,F018,open_engagement,2026-06-08 02:44:58,SU0052_115
E001101,U0052,F018,invite_teammate,2026-03-08 14:40:02,SU0052_23
E001102,U0052,F018,open_engagement,2026-06-24 10:07:47,SU0052_131
E001103,U0052,F018,open_engagement,2026-05-18 16:33:17,SU0052_94
E001104,U0052,F018,open_engagement,2026-06-17 11:54:58,SU0052_124
E001105,U0052,F018,open_engagement,2026-02-13 03:23:28,SU0052_0
E001106,U0052,F018,review_workpaper,2026-06-10 23:06:49,SU0052_117
E001107,U0052,F018,login,2026-05-15 02:18:20,SU0052_91
E001108,U0052,F018,upload_workpaper,2026-06-29 14:28:49,SU0052_136
E001109,U0052,F018,export_report,2026-04-09 15:38:34,SU0052_55
E001110,U0052,F018,upload_workpaper,2026-04-08 18:00:43,SU0052_54
E001111,U0052,F018,upload_workpaper,2026-04-22 11:45:18,SU0052_68
E001112,U0052,F018,invite_teammate,2026-04-26 12:17:50,SU0052_72
E001113,U0052,F018,login,2026-03-18 20:36:45,SU0052_33
E001114,U0052,F018,invite_teammate,2026-06-17 12:30:54,SU0052_124
E001115,U0052,F018,login,2026-02-25 01:40:21,SU0052_12
E001116,U0052,F018,login,2026-03-10 22:47:54,SU0052_25
E001117,U0052,F018,open_engagement,2026-06-10 00:35:34,SU0052_117
E001118,U0052,F018,review_workpaper,2026-03-16 05:45:07,SU0052_31
E001119,U0052,F018,open_engagement,2026-06-05 16:37:16,SU0052_112
E001120,U0052,F018,review_workpaper,2026-02-13 15:34:32,SU0052_0
E001121,U0052,F018,invite_teammate,2026-04-05 04:48:10,SU0052_51
E001122,U0052,F018,review_workpaper,2026-05-01 05:47:17,SU0052_77
E001123,U0052,F018,invite_teammate,2026-04-24 03:23:54,SU0052_70
E001124,U0052,F018,upload_workpaper,2026-05-16 09:06:59,SU0052_92
E001125,U0052,F018,upload_workpaper,2026-03-06 13:32:18,SU0052_21
E001126,U0052,F018,review_workpaper,2026-03-27 01:53:07,SU0052_42
E001127,U0052,F018,review_workpaper,2026-05-25 22:46:39,SU0052_101
E001128,U0052,F018,invite_teammate,2026-05-02 08:31:29,SU0052_78
E001129,U0052,F018,open_engagement,2026-06-02 23:51:55,SU0052_109
E001130,U0052,F018,invite_teammate,2026-03-08 03:27:55,SU0052_23
E001131,U0052,F018,open_engagement,2026-02-13 07:46:13,SU0052_0
E001132,U0052,F018,upload_workpaper,2026-06-15 02:50:15,SU0052_122
E001133,U0052,F018,login,2026-03-18 21:36:54,SU0052_33
E001134,U0052,F018,review_workpaper,2026-04-11 18:54:44,SU0052_57
E001135,U0052,F018,open_engagement,2026-06-06 00:20:17,SU0052_113
E001136,U0052,F018,invite_teammate,2026-02-15 12:30:32,SU0052_2
E001137,U0052,F018,upload_workpaper,2026-03-15 15:22:33,SU0052_30
E001138,U0052,F018,open_engagement,2026-03-18 17:23:33,SU0052_33
E001139,U0052,F018,invite_teammate,2026-03-03 08:20:08,SU0052_18
E001140,U0052,F018,review_workpaper,2026-05-22 03:15:08,SU0052_98
E001141,U0052,F018,review_workpaper,2026-03-11 03:45:26,SU0052_26
E001142,U0052,F018,export_report,2026-05-04 13:22:57,SU0052_80
E001143,U0052,F018,login,2026-04-30 04:59:33,SU0052_76
E001144,U0052,F018,export_report,2026-05-21 04:50:51,SU0052_97
E001145,U0052,F018,upload_workpaper,2026-03-21 02:29:26,SU0052_36
E001146,U0052,F018,open_engagement,2026-06-28 20:30:31,SU0052_135
E001147,U0052,F018,upload_workpaper,2026-02-15 22:13:15,SU0052_2
E001148,U0052,F018,invite_teammate,2026-03-27 16:01:24,SU0052_42
E001149,U0052,F018,review_workpaper,2026-05-13 07:45:25,SU0052_89
E001150,U0052,F018,export_report,2026-03-23 14:59:23,SU0052_38
E001151,U0052,F018,export_report,2026-06-06 07:54:34,SU0052_113
E001152,U0054,F003,upload_workpaper,2025-10-22 04:29:02,SU0054_4
E001153,U0054,F003,review_workpaper,2025-11-05 13:58:55,SU0054_18
E001154,U0054,F003,open_engagement,2025-10-29 15:38:00,SU0054_11
E001155,U0054,F003,invite_teammate,2025-10-28 05:05:27,SU0054_10
E001156,U0054,F003,open_engagement,2025-10-25 10:05:02,SU0054_7
E001157,U0054,F003,upload_workpaper,2025-11-07 03:04:02,SU0054_20
E001158,U0054,F003,invite_teammate,2025-10-25 20:08:54,SU0054_7
E001159,U0054,F003,export_report,2025-11-06 21:50:44,SU0054_19
E001160,U0054,F003,login,2025-11-06 10:22:25,SU0054_19
E001161,U0054,F003,upload_workpaper,2025-11-09 00:58:35,SU0054_22
E001162,U0054,F003,upload_workpaper,2025-11-08 10:58:57,SU0054_21
E001163,U0054,F003,review_workpaper,2025-10-24 18:51:02,SU0054_6
E001164,U0054,F003,open_engagement,2025-11-06 18:33:04,SU0054_19
E001165,U0054,F003,upload_workpaper,2025-10-24 14:15:47,SU0054_6
E001166,U0054,F003,upload_workpaper,2025-10-27 23:31:34,SU0054_9
E001167,U0054,F003,export_report,2025-10-19 08:42:50,SU0054_1
E001168,U0054,F003,export_report,2025-11-02 14:02:58,SU0054_15
E001169,U0054,F003,invite_teammate,2025-10-21 08:46:39,SU0054_3
E001170,U0054,F003,login,2025-11-02 23:13:54,SU0054_15
E001171,U0054,F003,review_workpaper,2025-11-06 02:35:07,SU0054_19
E001172,U0054,F003,login,2025-11-03 00:26:21,SU0054_16
E001173,U0054,F003,invite_teammate,2025-10-29 11:31:20,SU0054_11
E001174,U0054,F003,export_report,2025-10-22 14:05:03,SU0054_4
E001175,U0054,F003,open_engagement,2025-11-05 15:19:23,SU0054_18
E001176,U0054,F003,export_report,2025-10-29 19:53:32,SU0054_11
E001177,U0054,F003,review_workpaper,2025-11-08 06:17:25,SU0054_21
E001178,U0054,F003,export_report,2025-11-02 02:39:27,SU0054_15
E001179,U0054,F003,review_workpaper,2025-10-18 21:23:06,SU0054_0
E001180,U0054,F003,review_workpaper,2025-10-20 00:30:07,SU0054_2
E001181,U0054,F003,review_workpaper,2025-10-26 07:51:17,SU0054_8
E001182,U0054,F003,invite_teammate,2025-10-19 02:12:05,SU0054_1
E001183,U0054,F003,review_workpaper,2025-10-30 18:26:42,SU0054_12
E001184,U0054,F003,review_workpaper,2025-10-27 22:53:08,SU0054_9
E001185,U0054,F003,open_engagement,2025-11-09 18:14:33,SU0054_22
E001186,U0054,F003,login,2025-10-31 15:25:18,SU0054_13
E001187,U0054,F003,upload_workpaper,2025-11-09 14:38:47,SU0054_22
E001188,U0054,F003,login,2025-10-20 23:19:16,SU0054_2
E001189,U0054,F003,review_workpaper,2025-11-04 19:34:31,SU0054_17
E001190,U0054,F003,open_engagement,2025-11-06 05:33:32,SU0054_19
E001191,U0054,F003,export_report,2025-10-26 03:02:37,SU0054_8
E001192,U0054,F003,open_engagement,2025-10-27 02:52:37,SU0054_9
E001193,U0054,F003,review_workpaper,2025-11-03 07:23:53,SU0054_16
E001194,U0054,F003,open_engagement,2025-10-22 19:31:45,SU0054_4
E001195,U0054,F003,open_engagement,2025-10-28 14:13:33,SU0054_10
E001196,U0054,F003,review_workpaper,2025-11-05 23:05:38,SU0054_18
E001197,U0054,F003,invite_teammate,2025-11-07 23:24:59,SU0054_20
E001198,U0054,F003,open_engagement,2025-10-20 11:17:34,SU0054_2
E001199,U0054,F003,upload_workpaper,2025-11-09 15:55:42,SU0054_22
E001200,U0054,F003,upload_workpaper,2025-10-25 02:06:29,SU0054_7
E001201,U0054,F003,open_engagement,2025-10-25 03:08:20,SU0054_7
E001202,U0054,F003,invite_teammate,2025-10-31 04:13:22,SU0054_13
E001203,U0054,F003,export_report,2025-11-01 22:17:34,SU0054_14
E001204,U0054,F003,review_workpaper,2025-11-06 02:00:12,SU0054_19
E001205,U0054,F003,upload_workpaper,2025-10-27 23:57:32,SU0054_9
E001206,U0054,F003,export_report,2025-10-23 04:20:55,SU0054_5
E001207,U0054,F003,open_engagement,2025-10-18 04:59:44,SU0054_0
E001208,U0054,F003,export_report,2025-11-09 00:24:47,SU0054_22
E001209,U0054,F003,login,2025-10-23 18:04:25,SU0054_5
E001210,U0054,F003,upload_workpaper,2025-10-29 19:02:31,SU0054_11
E001211,U0054,F003,open_engagement,2025-11-03 09:26:20,SU0054_16
E001212,U0056,F025,invite_teammate,2025-10-31 09:47:07,SU0056_23
E001213,U0056,F025,open_engagement,2025-10-31 04:17:53,SU0056_23
E001214,U0056,F025,review_workpaper,2025-11-01 01:04:07,SU0056_24
E001215,U0056,F025,invite_teammate,2025-10-18 15:37:52,SU0056_10
E001216,U0056,F025,invite_teammate,2025-10-16 19:04:22,SU0056_8
E001217,U0056,F025,open_engagement,2025-10-10 09:34:25,SU0056_2
E001218,U0056,F025,export_report,2025-10-30 20:59:42,SU0056_22
E001219,U0056,F025,export_report,2025-10-28 02:48:21,SU0056_20
E001220,U0056,F025,invite_teammate,2025-10-23 16:34:23,SU0056_15
E001221,U0056,F025,export_report,2025-10-24 13:06:42,SU0056_16
E001222,U0056,F025,login,2025-10-09 18:11:24,SU0056_1
E001223,U0056,F025,invite_teammate,2025-10-26 06:04:33,SU0056_18
E001224,U0056,F025,invite_teammate,2025-10-19 05:43:38,SU0056_11
E001225,U0056,F025,review_workpaper,2025-10-16 03:44:47,SU0056_8
E001226,U0056,F025,export_report,2025-10-26 04:11:57,SU0056_18
E001227,U0056,F025,invite_teammate,2025-10-15 18:31:32,SU0056_7
E001228,U0056,F025,login,2025-10-08 01:36:12,SU0056_0
E001229,U0056,F025,review_workpaper,2025-10-08 08:54:13,SU0056_0
E001230,U0056,F025,open_engagement,2025-10-09 17:10:35,SU0056_1
E001231,U0056,F025,invite_teammate,2025-10-19 13:56:37,SU0056_11
E001232,U0059,F009,login,2026-06-20 01:17:15,SU0059_2
E001233,U0059,F009,login,2026-06-26 23:52:24,SU0059_8
E001234,U0059,F009,review_workpaper,2026-06-24 08:10:27,SU0059_6
E001235,U0059,F009,open_engagement,2026-06-23 09:02:20,SU0059_5
E001236,U0059,F009,upload_workpaper,2026-06-24 11:38:54,SU0059_6
E001237,U0059,F009,export_report,2026-06-22 02:50:08,SU0059_4
E001238,U0059,F009,export_report,2026-06-27 13:34:24,SU0059_9
E001239,U0059,F009,login,2026-06-19 18:16:43,SU0059_1
E001240,U0059,F009,review_workpaper,2026-06-28 01:55:03,SU0059_10
E001241,U0059,F009,review_workpaper,2026-06-20 08:07:33,SU0059_2
E001242,U0059,F009,export_report,2026-06-18 14:35:50,SU0059_0
E001243,U0059,F009,upload_workpaper,2026-06-19 16:56:00,SU0059_1
E001244,U0059,F009,open_engagement,2026-06-22 11:18:43,SU0059_4
E001245,U0059,F009,upload_workpaper,2026-06-23 03:08:42,SU0059_5
E001246,U0059,F009,invite_teammate,2026-06-26 16:37:46,SU0059_8
E001247,U0059,F009,invite_teammate,2026-06-18 13:25:54,SU0059_0
E001248,U0059,F009,open_engagement,2026-06-21 10:36:59,SU0059_3
E001249,U0059,F009,export_report,2026-06-27 11:03:54,SU0059_9
E001250,U0059,F009,open_engagement,2026-06-29 22:40:20,SU0059_11
E001251,U0060,F023,login,2026-05-26 17:57:45,SU0060_37
E001252,U0060,F023,login,2026-06-07 07:06:54,SU0060_49
E001253,U0060,F023,export_report,2026-06-04 19:53:58,SU0060_46
E001254,U0060,F023,review_workpaper,2026-06-06 08:55:29,SU0060_48
E001255,U0060,F023,upload_workpaper,2026-04-28 00:13:55,SU0060_9
E001256,U0060,F023,review_workpaper,2026-05-15 00:52:13,SU0060_26
E001257,U0060,F023,login,2026-05-03 19:43:01,SU0060_14
E001258,U0060,F023,login,2026-05-11 23:09:14,SU0060_22
E001259,U0060,F023,invite_teammate,2026-06-11 00:20:57,SU0060_53
E001260,U0060,F023,review_workpaper,2026-05-10 00:03:11,SU0060_21
E001261,U0060,F023,review_workpaper,2026-06-06 23:55:54,SU0060_48
E001262,U0060,F023,login,2026-05-13 11:11:46,SU0060_24
E001263,U0060,F023,upload_workpaper,2026-04-25 07:28:15,SU0060_6
E001264,U0060,F023,export_report,2026-05-22 08:40:17,SU0060_33
E001265,U0060,F023,export_report,2026-05-15 17:54:51,SU0060_26
E001266,U0060,F023,review_workpaper,2026-04-22 05:11:01,SU0060_3
E001267,U0060,F023,export_report,2026-06-03 10:11:17,SU0060_45
E001268,U0060,F023,login,2026-04-24 01:35:54,SU0060_5
E001269,U0060,F023,login,2026-05-03 18:55:25,SU0060_14
E001270,U0060,F023,review_workpaper,2026-05-15 13:33:43,SU0060_26
E001271,U0061,F016,invite_teammate,2026-06-21 03:05:28,SU0061_382
E001272,U0061,F016,review_workpaper,2026-03-28 03:28:47,SU0061_297
E001273,U0061,F016,upload_workpaper,2026-02-17 04:51:39,SU0061_258
E001274,U0061,F016,export_report,2026-04-26 14:21:28,SU0061_326
E001275,U0061,F016,review_workpaper,2025-07-12 21:33:00,SU0061_38
E001276,U0061,F016,open_engagement,2026-03-21 02:16:03,SU0061_290
E001277,U0061,F016,invite_teammate,2026-01-12 04:45:32,SU0061_222
E001278,U0061,F016,open_engagement,2025-10-03 10:37:10,SU0061_121
E001279,U0061,F016,login,2025-10-15 11:28:08,SU0061_133
E001280,U0061,F016,export_report,2025-12-22 11:52:42,SU0061_201
E001281,U0061,F016,review_workpaper,2025-11-13 16:29:03,SU0061_162
E001282,U0061,F016,open_engagement,2025-10-21 08:30:19,SU0061_139
E001283,U0061,F016,export_report,2025-07-12 07:22:49,SU0061_38
E001284,U0061,F016,login,2025-08-12 21:17:18,SU0061_69
E001285,U0061,F016,upload_workpaper,2025-07-29 05:39:29,SU0061_55
E001286,U0061,F016,invite_teammate,2025-07-28 05:59:04,SU0061_54
E001287,U0061,F016,export_report,2026-01-20 16:58:06,SU0061_230
E001288,U0061,F016,export_report,2025-11-11 14:48:02,SU0061_160
E001289,U0061,F016,upload_workpaper,2025-08-04 19:30:44,SU0061_61
E001290,U0061,F016,export_report,2025-12-04 07:33:35,SU0061_183
E001291,U0062,F002,upload_workpaper,2025-04-13 04:21:57,SU0062_33
E001292,U0062,F002,invite_teammate,2025-03-22 05:44:18,SU0062_11
E001293,U0062,F002,review_workpaper,2025-04-18 21:57:56,SU0062_38
E001294,U0062,F002,open_engagement,2025-03-16 07:49:43,SU0062_5
E001295,U0062,F002,review_workpaper,2025-04-21 05:24:01,SU0062_41
E001296,U0065,F003,upload_workpaper,2026-06-06 14:25:36,SU0065_22
E001297,U0065,F003,upload_workpaper,2026-06-16 01:46:56,SU0065_32
E001298,U0065,F003,invite_teammate,2026-06-03 09:28:20,SU0065_19
E001299,U0065,F003,open_engagement,2026-05-26 01:07:53,SU0065_11
E001300,U0065,F003,login,2026-06-09 16:27:50,SU0065_25
E001301,U0065,F003,open_engagement,2026-06-19 20:01:45,SU0065_35
E001302,U0065,F003,export_report,2026-05-30 03:26:55,SU0065_15
E001303,U0065,F003,login,2026-06-13 03:42:37,SU0065_29
E001304,U0065,F003,upload_workpaper,2026-05-23 04:25:19,SU0065_8
E001305,U0065,F003,open_engagement,2026-05-15 02:14:43,SU0065_0
E001306,U0065,F003,review_workpaper,2026-05-29 04:45:33,SU0065_14
E001307,U0065,F003,invite_teammate,2026-05-27 14:35:05,SU0065_12
E001308,U0065,F003,review_workpaper,2026-06-07 22:56:54,SU0065_23
E001309,U0065,F003,invite_teammate,2026-06-25 03:03:35,SU0065_41
E001310,U0065,F003,export_report,2026-06-21 21:20:23,SU0065_37
E001311,U0065,F003,review_workpaper,2026-05-31 02:43:48,SU0065_16
E001312,U0065,F003,open_engagement,2026-05-16 02:20:50,SU0065_1
E001313,U0065,F003,open_engagement,2026-05-27 23:31:10,SU0065_12
E001314,U0065,F003,review_workpaper,2026-06-12 04:41:20,SU0065_28
E001315,U0065,F003,open_engagement,2026-05-20 12:04:16,SU0065_5
E001316,U0065,F003,export_report,2026-05-22 01:33:16,SU0065_7
E001317,U0065,F003,login,2026-06-13 01:50:37,SU0065_29
E001318,U0065,F003,export_report,2026-05-25 20:53:40,SU0065_10
E001319,U0065,F003,invite_teammate,2026-06-11 14:22:53,SU0065_27
E001320,U0065,F003,export_report,2026-06-15 01:04:24,SU0065_31
E001321,U0065,F003,invite_teammate,2026-06-08 15:32:03,SU0065_24
E001322,U0065,F003,open_engagement,2026-05-26 12:53:12,SU0065_11
E001323,U0065,F003,login,2026-05-28 06:48:50,SU0065_13
E001324,U0065,F003,open_engagement,2026-06-01 10:11:21,SU0065_17
E001325,U0065,F003,upload_workpaper,2026-06-12 05:24:41,SU0065_28
E001326,U0065,F003,open_engagement,2026-05-17 22:21:32,SU0065_2
E001327,U0065,F003,invite_teammate,2026-06-23 22:27:48,SU0065_39
E001328,U0065,F003,open_engagement,2026-05-30 23:34:00,SU0065_15
E001329,U0065,F003,open_engagement,2026-06-02 18:09:50,SU0065_18
E001330,U0065,F003,login,2026-06-10 20:02:59,SU0065_26
E001331,U0065,F003,open_engagement,2026-06-14 02:13:12,SU0065_30
E001332,U0065,F003,login,2026-05-20 10:11:10,SU0065_5
E001333,U0065,F003,review_workpaper,2026-06-08 04:59:47,SU0065_24
E001334,U0065,F003,upload_workpaper,2026-06-10 07:15:43,SU0065_26
E001335,U0065,F003,login,2026-06-25 19:08:39,SU0065_41
E001336,U0065,F003,invite_teammate,2026-05-30 22:57:54,SU0065_15
E001337,U0065,F003,review_workpaper,2026-06-18 00:42:39,SU0065_34
E001338,U0065,F003,login,2026-06-08 13:04:29,SU0065_24
E001339,U0065,F003,login,2026-06-14 19:49:31,SU0065_30
E001340,U0065,F003,upload_workpaper,2026-06-15 12:31:33,SU0065_31
E001341,U0065,F003,invite_teammate,2026-06-20 18:17:29,SU0065_36
E001342,U0065,F003,export_report,2026-06-04 14:08:25,SU0065_20
E001343,U0065,F003,export_report,2026-06-01 06:32:48,SU0065_17
E001344,U0065,F003,login,2026-05-16 11:36:35,SU0065_1
E001345,U0065,F003,open_engagement,2026-06-22 07:58:27,SU0065_38
E001346,U0065,F003,invite_teammate,2026-05-16 10:13:42,SU0065_1
E001347,U0065,F003,review_workpaper,2026-05-18 17:10:24,SU0065_3
E001348,U0065,F003,open_engagement,2026-06-17 13:00:49,SU0065_33
E001349,U0065,F003,open_engagement,2026-06-21 08:28:28,SU0065_37
E001350,U0065,F003,invite_teammate,2026-05-25 03:38:44,SU0065_10
E001351,U0065,F003,login,2026-05-30 23:54:56,SU0065_15
E001352,U0065,F003,login,2026-05-30 09:42:14,SU0065_15
E001353,U0065,F003,login,2026-06-18 02:02:08,SU0065_34
E001354,U0065,F003,login,2026-05-29 20:57:37,SU0065_14
E001355,U0065,F003,export_report,2026-06-08 12:55:04,SU0065_24
E001356,U0066,F003,export_report,2026-03-31 06:24:41,SU0066_44
E001357,U0066,F003,login,2026-04-16 21:34:22,SU0066_60
E001358,U0066,F003,upload_workpaper,2026-05-07 13:03:46,SU0066_81
E001359,U0066,F003,review_workpaper,2026-02-22 12:48:15,SU0066_7
E001360,U0066,F003,open_engagement,2026-03-23 20:30:07,SU0066_36
E001361,U0066,F003,export_report,2026-04-04 17:55:17,SU0066_48
E001362,U0066,F003,invite_teammate,2026-05-05 06:23:30,SU0066_79
E001363,U0066,F003,invite_teammate,2026-06-20 01:22:55,SU0066_125
E001364,U0066,F003,review_workpaper,2026-03-10 02:02:42,SU0066_23
E001365,U0066,F003,invite_teammate,2026-04-15 21:54:21,SU0066_59
E001366,U0066,F003,upload_workpaper,2026-04-12 00:43:32,SU0066_56
E001367,U0066,F003,invite_teammate,2026-06-29 17:24:10,SU0066_134
E001368,U0066,F003,open_engagement,2026-02-15 12:04:41,SU0066_0
E001369,U0066,F003,open_engagement,2026-04-07 04:45:03,SU0066_51
E001370,U0066,F003,export_report,2026-05-13 06:27:40,SU0066_87
E001371,U0066,F003,login,2026-05-08 02:10:06,SU0066_82
E001372,U0066,F003,upload_workpaper,2026-02-20 05:22:40,SU0066_5
E001373,U0066,F003,export_report,2026-03-23 04:02:18,SU0066_36
E001374,U0066,F003,upload_workpaper,2026-06-29 13:17:06,SU0066_134
E001375,U0066,F003,login,2026-03-05 13:36:07,SU0066_18
E001376,U0066,F003,invite_teammate,2026-05-27 21:20:10,SU0066_101
E001377,U0066,F003,invite_teammate,2026-03-12 12:15:13,SU0066_25
E001378,U0066,F003,login,2026-05-03 11:44:44,SU0066_77
E001379,U0066,F003,export_report,2026-03-21 05:44:04,SU0066_34
E001380,U0066,F003,login,2026-06-06 23:16:29,SU0066_111
E001381,U0066,F003,review_workpaper,2026-06-19 23:38:09,SU0066_124
E001382,U0066,F003,open_engagement,2026-05-07 06:20:33,SU0066_81
E001383,U0066,F003,export_report,2026-05-17 08:07:40,SU0066_91
E001384,U0066,F003,upload_workpaper,2026-03-31 13:46:35,SU0066_44
E001385,U0066,F003,review_workpaper,2026-05-04 10:43:22,SU0066_78
E001386,U0066,F003,export_report,2026-03-19 06:28:12,SU0066_32
E001387,U0066,F003,login,2026-02-15 20:51:22,SU0066_0
E001388,U0066,F003,login,2026-05-26 20:39:41,SU0066_100
E001389,U0066,F003,login,2026-02-23 06:37:45,SU0066_8
E001390,U0066,F003,login,2026-05-07 22:15:34,SU0066_81
E001391,U0066,F003,upload_workpaper,2026-04-12 23:17:19,SU0066_56
E001392,U0066,F003,review_workpaper,2026-03-13 18:03:55,SU0066_26
E001393,U0066,F003,invite_teammate,2026-03-23 12:03:26,SU0066_36
E001394,U0066,F003,open_engagement,2026-03-06 08:39:54,SU0066_19
E001395,U0066,F003,upload_workpaper,2026-05-14 11:37:59,SU0066_88
E001396,U0066,F003,upload_workpaper,2026-03-29 23:09:46,SU0066_42
E001397,U0066,F003,invite_teammate,2026-03-09 23:16:08,SU0066_22
E001398,U0066,F003,invite_teammate,2026-05-11 16:15:40,SU0066_85
E001399,U0066,F003,open_engagement,2026-02-17 09:39:21,SU0066_2
E001400,U0066,F003,open_engagement,2026-04-09 09:05:07,SU0066_53
E001401,U0066,F003,invite_teammate,2026-03-04 12:45:38,SU0066_17
E001402,U0066,F003,login,2026-04-21 03:56:00,SU0066_65
E001403,U0066,F003,upload_workpaper,2026-02-15 01:45:10,SU0066_0
E001404,U0066,F003,export_report,2026-05-24 15:57:18,SU0066_98
E001405,U0066,F003,open_engagement,2026-06-02 06:03:22,SU0066_107
E001406,U0066,F003,open_engagement,2026-05-31 17:57:09,SU0066_105
E001407,U0066,F003,invite_teammate,2026-05-22 12:47:16,SU0066_96
E001408,U0066,F003,review_workpaper,2026-05-22 03:41:34,SU0066_96
E001409,U0066,F003,export_report,2026-06-17 21:02:46,SU0066_122
E001410,U0066,F003,export_report,2026-04-13 05:55:19,SU0066_57
E001411,U0066,F003,open_engagement,2026-06-10 02:41:01,SU0066_115
E001412,U0066,F003,login,2026-02-23 10:44:14,SU0066_8
E001413,U0066,F003,review_workpaper,2026-02-20 11:36:14,SU0066_5
E001414,U0066,F003,export_report,2026-04-22 03:48:46,SU0066_66
E001415,U0066,F003,open_engagement,2026-03-05 12:26:41,SU0066_18
E001416,U0067,F019,review_workpaper,2025-08-13 02:43:50,SU0067_10
E001417,U0067,F019,review_workpaper,2025-09-07 03:23:23,SU0067_35
E001418,U0067,F019,upload_workpaper,2025-08-24 21:37:40,SU0067_21
E001419,U0067,F019,invite_teammate,2025-09-11 17:34:33,SU0067_39
E001420,U0067,F019,invite_teammate,2025-09-17 01:07:42,SU0067_45
E001421,U0067,F019,open_engagement,2025-08-30 23:47:53,SU0067_27
E001422,U0067,F019,review_workpaper,2025-08-13 22:06:42,SU0067_10
E001423,U0067,F019,upload_workpaper,2025-09-28 15:48:31,SU0067_56
E001424,U0067,F019,upload_workpaper,2025-08-13 01:56:59,SU0067_10
E001425,U0067,F019,export_report,2025-08-09 12:03:17,SU0067_6
E001426,U0067,F019,export_report,2025-08-16 06:55:01,SU0067_13
E001427,U0067,F019,upload_workpaper,2025-08-29 20:10:28,SU0067_26
E001428,U0067,F019,export_report,2025-09-18 19:39:55,SU0067_46
E001429,U0067,F019,review_workpaper,2025-08-19 10:14:59,SU0067_16
E001430,U0067,F019,login,2025-08-22 08:38:55,SU0067_19
E001431,U0067,F019,review_workpaper,2025-08-09 01:48:25,SU0067_6
E001432,U0067,F019,upload_workpaper,2025-08-28 20:49:03,SU0067_25
E001433,U0067,F019,upload_workpaper,2025-09-07 17:52:29,SU0067_35
E001434,U0067,F019,review_workpaper,2025-08-12 01:59:04,SU0067_9
E001435,U0067,F019,export_report,2025-08-26 00:08:20,SU0067_23
E001436,U0068,F020,upload_workpaper,2025-08-23 22:45:31,SU0068_150
E001437,U0068,F020,open_engagement,2026-01-27 17:29:17,SU0068_307
E001438,U0068,F020,invite_teammate,2025-07-06 03:31:52,SU0068_102
E001439,U0068,F020,export_report,2025-04-08 07:32:05,SU0068_13
E001440,U0068,F020,review_workpaper,2025-06-21 23:14:08,SU0068_87
E001441,U0068,F020,export_report,2025-08-22 02:58:59,SU0068_149
E001442,U0068,F020,review_workpaper,2025-11-23 04:12:19,SU0068_242
E001443,U0068,F020,invite_teammate,2025-08-30 14:28:16,SU0068_157
E001444,U0068,F020,upload_workpaper,2025-11-22 17:48:26,SU0068_241
E001445,U0068,F020,export_report,2026-06-27 09:38:54,SU0068_458
E001446,U0068,F020,review_workpaper,2025-05-11 23:22:10,SU0068_46
E001447,U0068,F020,upload_workpaper,2025-12-29 14:06:33,SU0068_278
E001448,U0068,F020,open_engagement,2025-06-28 13:30:30,SU0068_94
E001449,U0068,F020,review_workpaper,2026-06-22 13:53:16,SU0068_453
E001450,U0068,F020,invite_teammate,2025-10-01 06:47:35,SU0068_189
E001451,U0068,F020,open_engagement,2025-11-09 01:37:28,SU0068_228
E001452,U0068,F020,open_engagement,2025-08-07 16:00:37,SU0068_134
E001453,U0068,F020,login,2025-11-19 09:35:24,SU0068_238
E001454,U0068,F020,export_report,2025-07-19 09:46:40,SU0068_115
E001455,U0068,F020,review_workpaper,2026-01-08 02:14:39,SU0068_288
E001456,U0070,F007,invite_teammate,2026-04-20 03:07:13,SU0070_12
E001457,U0070,F007,upload_workpaper,2026-05-22 19:42:48,SU0070_44
E001458,U0070,F007,review_workpaper,2026-05-30 21:28:16,SU0070_52
E001459,U0070,F007,open_engagement,2026-05-07 20:09:21,SU0070_29
E001460,U0070,F007,export_report,2026-04-15 14:05:38,SU0070_7
E001461,U0070,F007,login,2026-06-13 15:14:30,SU0070_66
E001462,U0070,F007,open_engagement,2026-06-15 17:17:16,SU0070_68
E001463,U0070,F007,export_report,2026-06-20 08:34:46,SU0070_73
E001464,U0070,F007,open_engagement,2026-06-07 10:52:51,SU0070_60
E001465,U0070,F007,review_workpaper,2026-04-18 14:22:27,SU0070_10
E001466,U0070,F007,review_workpaper,2026-04-12 18:16:51,SU0070_4
E001467,U0070,F007,review_workpaper,2026-06-20 18:49:00,SU0070_73
E001468,U0070,F007,invite_teammate,2026-06-20 22:35:00,SU0070_73
E001469,U0070,F007,invite_teammate,2026-04-26 04:22:45,SU0070_18
