trace_id,user_id,firm_id,feature,timestamp,confidence_score,latency_ms,outcome,retried,escalated_to_human,source_link_clicked
T000281,U0083,F002,workpaper_draft_assistant,2025-09-03 08:13:46,0.82,413,accepted,True,False,True
T000282,U0083,F002,variance_explanation,2025-06-24 15:30:58,0.73,1680,accepted,False,False,False
T000283,U0083,F002,workpaper_draft_assistant,2025-07-25 09:16:30,0.73,1661,accepted,False,False,True
T000284,U0083,F002,document_qa_assistant,2025-05-22 03:44:57,0.73,638,edited,False,False,True
T000285,U0083,F002,risk_summary_generator,2025-05-09 04:36:47,0.96,1012,accepted,False,False,False
T000286,U0084,F009,risk_summary_generator,2025-05-29 22:25:25,0.99,2435,accepted,False,False,True
T000287,U0084,F009,anomaly_flagging,2025-05-18 07:52:49,0.63,1110,accepted,False,False,True
T000288,U0084,F009,anomaly_flagging,2025-05-01 17:18:40,0.9,3022,edited,False,False,False
T000289,U0084,F009,workpaper_draft_assistant,2025-04-02 04:59:13,0.45,466,accepted,False,False,True
T000290,U0085,F005,variance_explanation,2026-06-14 08:45:58,0.75,1093,accepted,False,False,True
T000291,U0085,F005,anomaly_flagging,2026-06-04 22:02:28,0.78,1042,edited,False,False,False
T000292,U0086,F015,document_qa_assistant,2026-05-07 16:58:09,0.92,1842,accepted,False,False,True
T000293,U0086,F015,document_qa_assistant,2026-06-26 06:57:12,0.89,1928,accepted,False,False,False
T000294,U0086,F015,workpaper_draft_assistant,2026-02-05 07:07:48,0.77,1296,accepted,False,False,True
T000295,U0086,F015,workpaper_draft_assistant,2026-04-23 11:57:30,0.97,2876,accepted,False,False,True
T000296,U0086,F015,variance_explanation,2026-02-06 22:05:31,0.71,2939,accepted,False,False,False
T000297,U0087,F004,anomaly_flagging,2025-05-19 09:58:56,0.77,490,accepted,False,False,False
T000298,U0087,F004,document_qa_assistant,2025-07-14 22:07:12,0.56,1350,accepted,False,False,False
T000299,U0087,F004,document_qa_assistant,2025-08-02 03:46:56,0.8,442,accepted,True,False,False
T000300,U0087,F004,variance_explanation,2025-04-24 06:26:27,0.85,2562,edited,False,False,True
T000301,U0087,F004,workpaper_draft_assistant,2025-04-15 02:02:26,0.72,1378,accepted,False,False,True
T000302,U0087,F004,workpaper_draft_assistant,2025-08-02 10:06:09,0.7,643,edited,False,False,False
T000303,U0087,F004,workpaper_draft_assistant,2025-03-20 12:06:43,0.91,4418,edited,False,False,True
T000304,U0090,F002,workpaper_draft_assistant,2026-04-14 18:47:57,0.71,884,accepted,False,False,True
T000305,U0090,F002,anomaly_flagging,2026-01-26 02:21:53,0.88,1570,accepted,False,False,True
T000306,U0090,F002,variance_explanation,2026-03-20 03:03:25,0.69,651,accepted,True,False,False
T000307,U0090,F002,anomaly_flagging,2026-05-20 14:54:01,0.79,1509,accepted,False,False,False
T000308,U0090,F002,document_qa_assistant,2026-01-11 11:19:44,0.99,802,accepted,False,False,True
T000309,U0090,F002,variance_explanation,2026-06-05 03:08:04,0.73,803,accepted,False,False,True
T000310,U0090,F002,document_qa_assistant,2026-02-03 06:38:40,0.85,5421,accepted,False,False,False
T000311,U0097,F016,variance_explanation,2025-10-08 16:45:38,0.99,539,accepted,False,False,True
T000312,U0097,F016,document_qa_assistant,2025-08-22 04:49:57,0.75,418,accepted,False,False,True
T000313,U0097,F016,variance_explanation,2025-09-14 05:06:45,0.96,600,accepted,False,False,False
T000314,U0097,F016,anomaly_flagging,2025-09-12 07:15:12,0.45,894,accepted,True,False,True
T000315,U0097,F016,risk_summary_generator,2025-11-07 12:55:50,0.66,790,accepted,False,False,False
T000316,U0097,F016,variance_explanation,2025-10-28 22:58:29,0.76,1290,accepted,False,False,False
T000317,U0097,F016,anomaly_flagging,2025-12-01 14:02:31,0.99,1608,accepted,False,False,False
T000318,U0097,F016,workpaper_draft_assistant,2025-10-24 12:37:51,0.99,1395,accepted,False,False,True
T000319,U0097,F016,risk_summary_generator,2025-09-30 18:20:29,0.62,1287,accepted,False,False,True
T000320,U0097,F016,anomaly_flagging,2025-11-13 07:40:19,0.81,5292,accepted,False,False,True
T000321,U0097,F016,variance_explanation,2025-08-03 18:49:28,0.67,709,accepted,False,False,True
T000322,U0097,F016,variance_explanation,2025-12-02 11:45:35,0.8,939,accepted,False,False,False
T000323,U0098,F015,risk_summary_generator,2025-11-19 22:55:06,0.74,446,accepted,False,False,True
T000324,U0098,F015,workpaper_draft_assistant,2026-02-22 12:11:11,0.69,869,accepted,False,False,True
T000325,U0098,F015,anomaly_flagging,2026-01-23 11:09:04,0.78,425,accepted,False,False,False
T000326,U0098,F015,document_qa_assistant,2026-02-13 22:27:00,0.69,1388,accepted,False,False,True
T000327,U0098,F015,risk_summary_generator,2026-02-03 17:14:32,0.74,729,edited,False,False,True
T000328,U0098,F015,workpaper_draft_assistant,2026-01-18 17:34:09,0.99,1339,accepted,False,False,False
T000329,U0098,F015,document_qa_assistant,2025-12-22 18:27:28,0.79,3645,accepted,False,False,True
T000330,U0098,F015,workpaper_draft_assistant,2026-03-20 14:35:27,0.56,1257,accepted,True,False,True
T000331,U0098,F015,variance_explanation,2026-01-08 21:43:50,0.82,422,edited,False,False,True
T000332,U0098,F015,document_qa_assistant,2026-03-18 05:04:50,0.69,1085,accepted,False,False,False
T000333,U0098,F015,document_qa_assistant,2025-11-16 11:15:37,0.67,645,edited,False,False,True
T000334,U0098,F015,workpaper_draft_assistant,2026-02-02 06:01:11,0.91,608,accepted,False,False,True
T000335,U0099,F008,risk_summary_generator,2025-11-10 02:55:34,0.9,869,accepted,False,False,True
T000336,U0099,F008,workpaper_draft_assistant,2025-10-25 05:36:43,0.8,995,accepted,False,False,True
T000337,U0099,F008,anomaly_flagging,2025-12-24 05:48:03,0.99,775,accepted,False,False,False
T000338,U0099,F008,document_qa_assistant,2025-10-17 17:11:46,0.97,1971,accepted,False,False,False
T000339,U0099,F008,workpaper_draft_assistant,2025-09-17 14:06:40,0.85,3503,accepted,False,False,True
T000340,U0099,F008,anomaly_flagging,2025-11-15 10:18:38,0.61,707,edited,False,False,True
T000341,U0099,F008,document_qa_assistant,2025-12-02 19:26:47,0.86,825,accepted,False,False,False
T000342,U0099,F008,risk_summary_generator,2026-01-21 00:58:45,0.64,687,accepted,False,False,False
T000343,U0099,F008,anomaly_flagging,2025-11-26 13:11:24,0.82,1028,accepted,False,False,False
T000344,U0099,F008,risk_summary_generator,2025-12-03 02:48:47,0.87,412,accepted,False,False,True
T000345,U0099,F008,risk_summary_generator,2025-10-17 10:59:35,0.58,3157,accepted,True,False,False
T000346,U0099,F008,anomaly_flagging,2025-12-10 05:29:18,0.97,953,accepted,False,False,False
T000347,U0101,F025,workpaper_draft_assistant,2026-02-09 06:32:09,0.89,678,accepted,False,False,False
T000348,U0101,F025,risk_summary_generator,2026-02-21 03:00:31,0.99,1865,accepted,False,False,False
T000349,U0101,F025,document_qa_assistant,2026-02-05 00:26:42,0.91,608,accepted,False,False,False
T000350,U0101,F025,risk_summary_generator,2026-02-18 00:25:18,0.84,527,accepted,False,False,True
T000351,U0101,F025,variance_explanation,2025-11-07 11:01:48,0.96,671,accepted,False,False,True
T000352,U0101,F025,anomaly_flagging,2026-02-17 18:16:46,0.9,2127,accepted,False,False,True
T000353,U0101,F025,risk_summary_generator,2026-03-10 13:17:03,0.9,524,accepted,False,False,True
T000354,U0101,F025,variance_explanation,2026-01-31 02:54:46,0.77,414,accepted,False,False,False
T000355,U0101,F025,variance_explanation,2025-12-30 07:11:41,0.61,1799,accepted,False,False,False
T000356,U0102,F013,risk_summary_generator,2026-06-25 04:25:31,0.7,473,edited,False,False,True
T000357,U0102,F013,anomaly_flagging,2026-06-19 16:15:59,0.82,3101,accepted,False,False,False
T000358,U0103,F001,variance_explanation,2025-08-21 19:20:34,0.8,1735,accepted,False,False,True
T000359,U0103,F001,document_qa_assistant,2025-09-05 04:35:22,0.7,955,accepted,False,False,True
T000360,U0103,F001,risk_summary_generator,2025-10-21 12:34:30,0.75,432,edited,False,False,True
T000361,U0103,F001,document_qa_assistant,2025-12-24 20:43:08,0.99,796,accepted,True,False,True
T000362,U0103,F001,risk_summary_generator,2025-09-18 22:11:09,0.99,1404,edited,False,False,False
T000363,U0103,F001,document_qa_assistant,2025-11-17 18:39:51,0.62,651,edited,True,False,False
T000364,U0103,F001,document_qa_assistant,2025-10-28 15:23:01,0.72,1682,accepted,False,False,False
T000365,U0103,F001,variance_explanation,2025-09-01 15:46:51,0.85,644,edited,False,False,False
T000366,U0103,F001,workpaper_draft_assistant,2025-10-28 22:24:45,0.74,1745,accepted,False,False,True
T000367,U0103,F001,risk_summary_generator,2025-08-24 13:37:31,0.84,2640,accepted,False,False,False
T000368,U0103,F001,anomaly_flagging,2025-10-21 06:45:41,0.83,2122,accepted,False,False,False
T000369,U0103,F001,variance_explanation,2025-09-27 10:22:24,0.77,1554,accepted,False,False,True
T000370,U0103,F001,document_qa_assistant,2025-11-26 23:55:42,0.94,2527,accepted,False,False,False
T000371,U0105,F012,variance_explanation,2026-04-25 08:11:08,0.39,434,accepted,True,True,True
T000372,U0105,F012,variance_explanation,2026-06-25 21:24:19,0.76,1075,accepted,False,False,False
T000373,U0105,F012,anomaly_flagging,2026-06-29 20:18:13,0.78,2033,accepted,False,False,True
T000374,U0105,F012,risk_summary_generator,2026-06-21 05:31:33,0.7,1790,accepted,False,False,True
T000375,U0105,F012,workpaper_draft_assistant,2026-04-12 14:12:06,0.74,1198,accepted,True,False,False
T000376,U0109,F024,document_qa_assistant,2026-06-11 19:16:54,0.74,1046,accepted,False,False,True
T000377,U0109,F024,variance_explanation,2026-05-28 22:45:02,0.89,1282,accepted,False,False,False
T000378,U0109,F024,document_qa_assistant,2026-05-22 13:46:41,0.89,571,accepted,False,False,True
T000379,U0110,F003,anomaly_flagging,2026-03-07 20:46:48,0.79,538,accepted,False,False,False
T000380,U0110,F003,risk_summary_generator,2026-05-20 20:01:38,0.57,814,accepted,False,False,True
T000381,U0110,F003,variance_explanation,2026-04-19 11:37:44,0.78,2350,edited,False,False,False
T000382,U0110,F003,document_qa_assistant,2026-04-29 18:17:18,0.85,762,accepted,False,False,False
T000383,U0110,F003,anomaly_flagging,2026-06-13 16:53:26,0.96,612,accepted,False,False,True
T000384,U0110,F003,workpaper_draft_assistant,2026-03-24 14:33:55,0.62,414,accepted,False,False,True
T000385,U0110,F003,document_qa_assistant,2026-06-05 23:53:28,0.74,484,accepted,False,False,True
T000386,U0110,F003,document_qa_assistant,2026-05-25 15:13:43,0.88,1326,accepted,False,False,False
T000387,U0110,F003,variance_explanation,2026-03-14 22:11:55,0.71,8000,accepted,False,False,False
T000388,U0110,F003,document_qa_assistant,2026-05-22 00:49:52,0.69,2680,accepted,False,False,False
T000389,U0111,F022,variance_explanation,2025-06-29 13:28:55,0.84,669,accepted,False,False,False
T000390,U0111,F022,variance_explanation,2025-09-13 20:05:59,0.97,1430,accepted,False,False,False
T000391,U0111,F022,anomaly_flagging,2025-10-01 13:26:13,0.73,1461,accepted,False,False,False
T000392,U0111,F022,workpaper_draft_assistant,2025-07-27 11:45:00,0.99,1862,accepted,True,False,True
T000393,U0112,F022,variance_explanation,2026-05-06 16:47:57,0.86,794,accepted,False,False,False
T000394,U0112,F022,risk_summary_generator,2026-06-14 05:47:55,0.94,1126,accepted,False,False,True
T000395,U0112,F022,variance_explanation,2026-03-30 14:47:40,0.84,3620,edited,False,False,False
T000396,U0112,F022,document_qa_assistant,2026-04-09 15:11:08,0.99,2214,edited,False,False,False
T000397,U0114,F022,workpaper_draft_assistant,2026-05-31 01:27:10,0.68,1118,accepted,False,False,False
T000398,U0114,F022,workpaper_draft_assistant,2026-06-11 15:36:15,0.96,618,accepted,False,False,False
T000399,U0114,F022,variance_explanation,2026-04-03 13:20:33,0.89,976,accepted,False,False,False
T000400,U0114,F022,document_qa_assistant,2026-06-22 07:38:56,0.8,2499,accepted,False,False,False
T000401,U0114,F022,workpaper_draft_assistant,2026-06-16 17:53:51,0.63,3987,edited,False,False,True
T000402,U0114,F022,document_qa_assistant,2026-06-12 12:02:20,0.92,2945,accepted,False,False,False
T000403,U0114,F022,variance_explanation,2026-02-28 05:05:52,0.78,2772,accepted,False,False,True
T000404,U0114,F022,variance_explanation,2026-05-24 20:31:04,0.99,3334,accepted,False,False,False
T000405,U0114,F022,anomaly_flagging,2026-03-31 20:40:01,0.8,1275,accepted,False,False,True
T000406,U0114,F022,risk_summary_generator,2026-05-05 05:37:22,0.77,1978,accepted,False,False,True
T000407,U0115,F010,workpaper_draft_assistant,2026-03-14 09:22:05,0.77,1403,accepted,True,False,True
T000408,U0115,F010,variance_explanation,2026-02-21 05:24:06,0.96,926,accepted,False,False,False
T000409,U0115,F010,document_qa_assistant,2026-04-17 14:46:34,0.72,1297,accepted,False,False,False
T000410,U0115,F010,anomaly_flagging,2026-01-14 21:22:37,0.61,1071,edited,False,False,True
T000411,U0115,F010,workpaper_draft_assistant,2026-04-09 23:36:24,0.63,2099,accepted,False,False,True
T000412,U0115,F010,risk_summary_generator,2026-03-13 00:31:05,0.99,682,accepted,True,False,True
T000413,U0115,F010,risk_summary_generator,2026-01-27 08:10:00,0.86,776,accepted,False,False,False
T000414,U0115,F010,risk_summary_generator,2026-01-05 23:39:56,0.9,1338,accepted,False,False,False
T000415,U0115,F010,variance_explanation,2025-12-09 19:04:57,0.99,1439,edited,False,False,True
T000416,U0115,F010,document_qa_assistant,2025-12-14 14:30:31,0.99,800,accepted,False,False,False
T000417,U0115,F010,variance_explanation,2026-02-13 20:08:40,0.91,1394,edited,False,False,False
T000418,U0116,F010,workpaper_draft_assistant,2025-10-18 16:15:41,0.92,1347,accepted,False,False,True
T000419,U0116,F010,document_qa_assistant,2025-11-19 23:41:42,0.64,1874,edited,False,False,False
T000420,U0116,F010,workpaper_draft_assistant,2025-11-18 01:27:53,0.8,3921,edited,False,False,True
T000421,U0116,F010,risk_summary_generator,2025-11-21 02:19:05,0.77,681,edited,False,False,True
T000422,U0116,F010,document_qa_assistant,2025-11-26 08:17:10,0.88,932,accepted,False,False,False
T000423,U0116,F010,variance_explanation,2025-10-29 19:32:56,0.75,1099,edited,True,False,False
T000424,U0116,F010,risk_summary_generator,2025-10-22 07:09:05,0.79,611,accepted,False,False,False
T000425,U0116,F010,risk_summary_generator,2025-10-29 19:44:49,0.89,964,accepted,False,False,True
T000426,U0116,F010,risk_summary_generator,2025-10-06 21:10:46,0.99,667,accepted,False,False,False
T000427,U0117,F019,document_qa_assistant,2026-03-26 21:26:33,0.99,4726,edited,False,False,False
T000428,U0117,F019,anomaly_flagging,2026-02-05 09:09:57,0.78,1341,edited,False,False,False
T000429,U0117,F019,workpaper_draft_assistant,2026-03-22 11:57:55,0.99,1648,accepted,False,False,False
T000430,U0117,F019,risk_summary_generator,2026-04-22 09:37:09,0.53,922,rejected,True,True,False
T000431,U0117,F019,variance_explanation,2026-04-25 22:47:20,0.82,922,accepted,False,False,False
T000432,U0117,F019,document_qa_assistant,2026-06-09 00:14:14,0.87,3301,accepted,False,False,False
T000433,U0117,F019,document_qa_assistant,2026-03-18 06:30:35,0.99,1065,accepted,False,False,True
T000434,U0117,F019,anomaly_flagging,2026-05-29 12:28:03,0.97,610,accepted,False,False,True
T000435,U0117,F019,workpaper_draft_assistant,2026-03-04 08:26:22,0.7,2147,accepted,False,False,True
T000436,U0117,F019,risk_summary_generator,2026-06-20 17:10:49,0.77,2353,accepted,False,False,False
T000437,U0118,F015,workpaper_draft_assistant,2026-01-25 14:25:35,0.75,1550,edited,False,False,False
T000438,U0118,F015,document_qa_assistant,2026-01-16 11:51:27,0.81,470,rejected,False,False,False
T000439,U0118,F015,document_qa_assistant,2026-02-13 08:19:39,0.59,1386,rejected,False,False,True
T000440,U0118,F015,risk_summary_generator,2026-01-13 11:08:58,0.96,661,accepted,False,False,False
T000441,U0118,F015,workpaper_draft_assistant,2026-04-01 11:12:52,0.96,429,accepted,False,False,True
T000442,U0118,F015,anomaly_flagging,2026-03-20 02:00:49,0.89,995,rejected,False,False,False
T000443,U0118,F015,document_qa_assistant,2026-02-15 00:42:33,0.83,1122,edited,False,False,False
T000444,U0118,F015,variance_explanation,2026-02-10 10:43:59,0.82,1226,edited,True,False,True
T000445,U0118,F015,risk_summary_generator,2026-03-14 11:51:28,0.75,1549,accepted,False,False,False
T000446,U0121,F003,risk_summary_generator,2026-06-10 21:28:27,0.67,2397,accepted,False,False,True
T000447,U0121,F003,risk_summary_generator,2026-05-08 05:06:51,0.53,541,edited,True,False,False
T000448,U0121,F003,variance_explanation,2026-06-19 11:41:49,0.73,475,accepted,False,False,True
T000449,U0125,F019,workpaper_draft_assistant,2025-10-31 15:33:31,0.84,427,accepted,False,False,True
T000450,U0125,F019,document_qa_assistant,2025-11-30 02:11:41,0.6,2079,edited,False,False,True
T000451,U0125,F019,variance_explanation,2025-11-06 01:10:05,0.83,611,edited,False,False,True
T000452,U0125,F019,risk_summary_generator,2025-12-02 17:54:48,0.76,614,accepted,False,False,True
T000453,U0126,F008,document_qa_assistant,2025-07-07 20:19:36,0.76,2745,edited,False,False,False
T000454,U0126,F008,anomaly_flagging,2025-07-06 20:53:45,0.82,456,edited,False,False,False
T000455,U0126,F008,variance_explanation,2025-07-02 15:41:25,0.98,1240,edited,False,False,False
T000456,U0126,F008,variance_explanation,2025-07-22 23:40:54,0.83,769,accepted,False,False,False
T000457,U0126,F008,risk_summary_generator,2025-10-08 19:12:48,0.88,481,edited,False,False,False
T000458,U0128,F023,anomaly_flagging,2026-03-17 00:13:52,0.91,1210,accepted,False,False,True
T000459,U0128,F023,anomaly_flagging,2026-03-24 15:33:07,0.77,582,accepted,False,False,False
T000460,U0128,F023,anomaly_flagging,2026-03-25 19:22:58,0.89,511,accepted,False,False,False
T000461,U0128,F023,anomaly_flagging,2026-05-28 12:54:44,0.75,775,edited,False,False,False
T000462,U0128,F023,variance_explanation,2026-02-18 05:23:55,0.8,473,accepted,False,False,True
T000463,U0128,F023,workpaper_draft_assistant,2026-01-11 04:38:08,0.82,1311,accepted,False,False,True
T000464,U0128,F023,workpaper_draft_assistant,2026-03-22 08:22:40,0.91,1029,accepted,False,False,True
T000465,U0128,F023,document_qa_assistant,2026-03-11 08:28:57,0.79,2961,edited,False,False,True
T000466,U0129,F008,risk_summary_generator,2025-09-06 04:28:56,0.7,512,edited,False,False,True
T000467,U0129,F008,workpaper_draft_assistant,2025-07-09 13:51:01,0.95,1719,accepted,False,False,True
T000468,U0129,F008,document_qa_assistant,2025-08-22 21:29:20,0.96,1216,edited,False,False,True
T000469,U0129,F008,workpaper_draft_assistant,2025-10-12 18:48:18,0.99,614,accepted,False,False,True
T000470,U0129,F008,risk_summary_generator,2025-09-19 22:01:18,0.68,524,accepted,False,False,True
T000471,U0129,F008,workpaper_draft_assistant,2025-07-09 03:18:20,0.83,2882,edited,False,False,True
T000472,U0129,F008,document_qa_assistant,2025-06-14 16:38:13,0.74,1405,accepted,False,False,True
T000473,U0132,F024,workpaper_draft_assistant,2026-03-19 11:17:09,0.71,534,edited,False,False,False
T000474,U0132,F024,risk_summary_generator,2026-03-03 08:21:02,0.81,1246,rejected,False,False,True
T000475,U0132,F024,anomaly_flagging,2026-04-16 00:34:37,0.71,480,rejected,False,False,True
T000476,U0132,F024,workpaper_draft_assistant,2026-01-22 09:03:56,0.67,1229,accepted,True,False,False
T000477,U0132,F024,document_qa_assistant,2026-01-21 17:06:19,0.92,485,edited,True,False,False
T000478,U0132,F024,document_qa_assistant,2026-03-02 13:31:59,0.94,2439,accepted,False,False,True
T000479,U0132,F024,risk_summary_generator,2026-01-30 18:52:53,0.79,2162,rejected,False,False,True
T000480,U0132,F024,variance_explanation,2026-01-14 05:54:42,0.54,904,accepted,True,False,True
T000481,U0132,F024,workpaper_draft_assistant,2026-03-22 09:39:17,0.63,887,edited,True,False,True
T000482,U0132,F024,variance_explanation,2025-12-24 17:07:49,0.88,800,accepted,False,False,False
T000483,U0132,F024,document_qa_assistant,2025-12-28 19:38:30,0.99,783,accepted,False,False,False
T000484,U0132,F024,workpaper_draft_assistant,2026-01-26 03:38:42,0.73,468,accepted,False,False,True
T000485,U0134,F016,anomaly_flagging,2026-02-27 16:54:34,0.89,1466,edited,False,False,False
T000486,U0134,F016,variance_explanation,2025-12-02 21:57:51,0.6,1430,edited,True,False,False
T000487,U0134,F016,document_qa_assistant,2026-01-02 04:40:03,0.71,467,accepted,False,False,False
T000488,U0134,F016,document_qa_assistant,2025-11-22 17:23:44,0.77,700,accepted,False,False,False
T000489,U0134,F016,variance_explanation,2025-11-30 07:59:05,0.99,1615,accepted,False,False,True
T000490,U0134,F016,document_qa_assistant,2025-11-19 03:27:04,0.99,833,accepted,False,False,False
T000491,U0134,F016,risk_summary_generator,2025-12-31 08:14:11,0.6,1162,accepted,False,False,True
T000492,U0134,F016,workpaper_draft_assistant,2026-02-24 21:30:35,0.75,2115,accepted,False,False,False
T000493,U0134,F016,risk_summary_generator,2025-12-01 11:56:24,0.62,2792,accepted,False,False,False
T000494,U0134,F016,anomaly_flagging,2025-11-06 14:01:06,0.71,772,accepted,False,False,False
T000495,U0134,F016,risk_summary_generator,2025-11-01 05:12:17,0.72,637,accepted,False,False,True
T000496,U0135,F021,anomaly_flagging,2025-12-09 20:49:44,0.98,978,accepted,False,False,True
T000497,U0135,F021,workpaper_draft_assistant,2026-05-03 14:46:10,0.84,627,accepted,False,False,False
T000498,U0135,F021,risk_summary_generator,2026-04-25 16:00:53,0.66,1382,accepted,False,False,False
T000499,U0135,F021,anomaly_flagging,2026-03-03 12:16:44,0.78,2990,rejected,False,True,False
T000500,U0135,F021,variance_explanation,2026-04-26 16:36:50,0.8,538,edited,False,False,True
T000501,U0135,F021,variance_explanation,2026-04-18 09:34:14,0.96,508,accepted,False,False,False
T000502,U0135,F021,workpaper_draft_assistant,2026-04-25 04:35:44,0.96,1603,accepted,False,False,False
T000503,U0135,F021,variance_explanation,2026-01-06 20:02:30,0.87,1423,edited,False,False,True
T000504,U0135,F021,workpaper_draft_assistant,2026-04-01 15:52:48,0.74,1057,accepted,False,False,False
T000505,U0135,F021,workpaper_draft_assistant,2026-04-15 06:38:55,0.87,937,accepted,False,False,False
T000506,U0136,F008,workpaper_draft_assistant,2025-12-13 00:36:31,0.58,1601,accepted,False,False,False
T000507,U0136,F008,anomaly_flagging,2025-11-25 20:29:38,0.74,737,edited,False,False,False
T000508,U0136,F008,variance_explanation,2026-01-18 19:38:27,0.8,991,accepted,False,False,False
T000509,U0136,F008,risk_summary_generator,2026-01-21 05:46:47,0.75,1222,accepted,False,False,False
T000510,U0136,F008,workpaper_draft_assistant,2025-12-14 05:32:09,0.91,2913,accepted,False,False,True
T000511,U0136,F008,workpaper_draft_assistant,2025-12-08 10:08:13,0.87,2181,accepted,False,False,True
T000512,U0136,F008,risk_summary_generator,2026-01-25 18:59:46,0.99,725,edited,False,False,False
T000513,U0136,F008,risk_summary_generator,2025-11-21 10:55:20,0.85,501,accepted,False,False,False
T000514,U0137,F010,risk_summary_generator,2025-09-28 02:09:22,0.75,765,edited,False,False,False
T000515,U0137,F010,document_qa_assistant,2025-10-22 08:49:40,0.99,578,accepted,False,False,True
T000516,U0137,F010,risk_summary_generator,2025-10-30 09:03:00,0.97,1039,edited,True,False,False
T000517,U0137,F010,risk_summary_generator,2025-11-20 05:06:47,0.9,641,edited,False,False,False
T000518,U0137,F010,variance_explanation,2025-10-19 07:29:38,0.88,992,accepted,False,False,False
T000519,U0137,F010,variance_explanation,2025-09-13 23:11:00,0.92,2821,accepted,False,False,True
T000520,U0137,F010,variance_explanation,2026-01-09 08:27:12,0.75,616,accepted,False,False,True
T000521,U0140,F003,variance_explanation,2025-10-28 10:12:06,0.93,630,edited,False,False,False
T000522,U0140,F003,risk_summary_generator,2026-02-09 11:58:20,0.56,849,accepted,False,False,False
T000523,U0140,F003,variance_explanation,2025-10-23 00:28:14,0.86,729,accepted,False,False,True
T000524,U0140,F003,risk_summary_generator,2026-02-05 08:03:37,0.82,477,accepted,False,False,True
T000525,U0140,F003,anomaly_flagging,2026-02-03 20:24:48,0.9,768,accepted,False,False,False
T000526,U0140,F003,variance_explanation,2026-01-07 01:31:58,0.79,592,accepted,False,False,False
T000527,U0143,F001,document_qa_assistant,2026-05-04 08:41:15,0.65,983,accepted,False,False,False
T000528,U0143,F001,workpaper_draft_assistant,2026-04-14 12:38:41,0.8,2439,accepted,False,False,False
T000529,U0143,F001,variance_explanation,2026-05-29 20:38:28,0.48,510,accepted,False,True,True
T000530,U0145,F014,workpaper_draft_assistant,2026-03-25 10:04:18,0.63,2851,accepted,True,False,False
T000531,U0145,F014,document_qa_assistant,2026-03-29 05:50:49,0.99,612,accepted,False,False,False
T000532,U0145,F014,workpaper_draft_assistant,2026-04-13 14:36:41,0.84,1360,edited,False,False,True
T000533,U0145,F014,workpaper_draft_assistant,2026-05-28 03:14:08,0.96,1342,accepted,False,False,False
T000534,U0145,F014,anomaly_flagging,2026-03-20 11:31:28,0.92,1355,edited,False,False,False
T000535,U0145,F014,workpaper_draft_assistant,2026-05-04 11:23:35,0.88,555,edited,False,False,False
T000536,U0145,F014,document_qa_assistant,2026-03-13 09:38:12,0.73,1158,rejected,False,True,True
T000537,U0145,F014,variance_explanation,2026-04-23 05:47:48,0.81,1020,rejected,False,True,False
T000538,U0145,F014,anomaly_flagging,2026-05-30 23:23:08,0.86,1406,accepted,False,False,False
T000539,U0145,F014,workpaper_draft_assistant,2026-05-02 22:31:04,0.85,467,edited,False,False,True
T000540,U0145,F014,risk_summary_generator,2026-05-04 09:35:20,0.75,633,accepted,False,False,True
T000541,U0145,F014,document_qa_assistant,2026-02-24 14:01:34,0.87,3663,accepted,False,False,False
T000542,U0145,F014,variance_explanation,2026-04-06 22:20:02,0.86,487,accepted,False,False,False
T000543,U0145,F014,anomaly_flagging,2026-05-14 01:29:04,0.79,1940,accepted,False,False,False
T000544,U0146,F008,risk_summary_generator,2026-05-27 10:48:21,0.51,1642,accepted,True,False,False
T000545,U0148,F022,variance_explanation,2026-06-19 13:16:17,0.8,866,edited,False,False,True
T000546,U0148,F022,variance_explanation,2026-06-16 02:48:17,0.78,1274,edited,False,False,False
T000547,U0148,F022,document_qa_assistant,2026-05-19 19:35:52,0.91,1374,accepted,False,False,False
T000548,U0148,F022,document_qa_assistant,2026-04-12 21:59:39,0.89,788,accepted,False,False,False
T000549,U0149,F005,variance_explanation,2026-06-21 00:48:18,0.71,591,accepted,False,False,True
T000550,U0151,F003,workpaper_draft_assistant,2026-05-09 02:22:53,0.72,2191,rejected,False,True,False
T000551,U0151,F003,variance_explanation,2026-02-15 21:45:46,0.99,5572,accepted,False,False,False
T000552,U0151,F003,anomaly_flagging,2026-05-20 07:50:07,0.76,1204,edited,False,False,False
T000553,U0151,F003,document_qa_assistant,2026-04-26 12:02:03,0.91,1334,accepted,False,False,False
T000554,U0151,F003,variance_explanation,2026-05-23 05:15:04,0.8,1576,edited,False,False,False
T000555,U0151,F003,risk_summary_generator,2026-02-09 22:11:40,0.91,1827,accepted,False,False,False
T000556,U0151,F003,risk_summary_generator,2026-02-26 22:20:58,0.97,1074,accepted,False,False,True
T000557,U0151,F003,document_qa_assistant,2026-03-29 09:03:30,0.81,967,edited,False,False,False
T000558,U0151,F003,risk_summary_generator,2026-03-26 01:04:24,0.67,1860,edited,False,False,True
T000559,U0151,F003,risk_summary_generator,2026-03-02 03:25:41,0.82,865,edited,False,False,False
T000560,U0151,F003,risk_summary_generator,2026-05-18 14:50:21,0.82,1417,accepted,False,False,False
T000561,U0151,F003,anomaly_flagging,2026-03-26 03:29:24,0.92,526,accepted,False,False,True
T000562,U0152,F015,variance_explanation,2025-08-19 06:43:11,0.8,668,accepted,False,False,True
